failure_modes,redundancy_systems,emergency_procedures,vibration_levels,acoustic_levels
engine_failure,single_redundancy,abort,8.764392626531954,122.16967476744324
structural_failure,none,land,6.963760173831599,110.12768553607334
engine_failure,dual_redundancy,abort,7.866583136595167,82.31685957804557
engine_failure,none,land,0.8031206458460172,107.4644715880537
guidance_failure,dual_redundancy,abort,4.7004194206141285,71.99374939632298
structural_failure,none,safe_mode,8.530500191785004,88.71046650883295
engine_failure,single_redundancy,land,4.457231177327184,93.30396361470889
structural_failure,dual_redundancy,abort,1.9513573368006354,107.33000757479124
guidance_failure,none,safe_mode,2.01387441940036,78.85789194974235
structural_failure,none,abort,5.477647962409065,112.43391706316532
engine_failure,none,land,5.487534465298477,90.36329516166532
engine_failure,dual_redundancy,safe_mode,9.420368326365598,121.94727322716736
structural_failure,dual_redundancy,abort,7.58532287920805,126.35318650462648
guidance_failure,single_redundancy,land,0.5124292526581165,70.10349783416851
guidance_failure,dual_redundancy,abort,5.680406866375146,126.6774186937721
engine_failure,dual_redundancy,land,3.40752221460493,96.66312711088285
engine_failure,none,land,4.913120508082614,115.89533216293887
engine_failure,dual_redundancy,abort,6.4454834892625215,105.00170289191672
engine_failure,dual_redundancy,land,0.18358263944896813,64.13703742615273
guidance_failure,single_redundancy,abort,4.780250844817634,111.68547085607463
structural_failure,none,safe_mode,9.815249178706933,119.30712357659985
structural_failure,single_redundancy,abort,2.7236221845500808,105.26808405652932
engine_failure,single_redundancy,safe_mode,8.159241683006123,77.62802594335267
guidance_failure,dual_redundancy,safe_mode,5.413684148134784,114.29702539246081
engine_failure,dual_redundancy,safe_mode,9.602942056176191,87.74632470869587
guidance_failure,none,safe_mode,4.70948060865901,66.40564179746532
structural_failure,none,safe_mode,1.6990797712404082,91.22797766794751
guidance_failure,dual_redundancy,land,0.6873419410450687,60.960641099719055
engine_failure,none,safe_mode,4.257311012907526,114.5821327311915
guidance_failure,none,safe_mode,6.91647950486991,62.16565210079811
engine_failure,none,safe_mode,0.9419036515265322,93.72702735563111
structural_failure,none,abort,2.7999507298112656,129.71796045241354
guidance_failure,dual_redundancy,safe_mode,1.3443590212737544,124.57159052444534
engine_failure,dual_redundancy,abort,0.8157389143107907,88.31727840864538
structural_failure,dual_redundancy,safe_mode,0.7992545753699165,118.50053875417504
guidance_failure,dual_redundancy,safe_mode,9.701711017475407,85.54658887712401
engine_failure,none,safe_mode,6.43599258673405,126.002727886967
guidance_failure,none,safe_mode,5.920136418786452,94.2008252835139
engine_failure,single_redundancy,safe_mode,3.392389257119169,76.01173821922144
structural_failure,none,land,8.40102999343807,77.82538083158309
guidance_failure,none,abort,7.686947503462665,120.8959166976382
engine_failure,single_redundancy,abort,8.110046186620806,120.20675839600173
engine_failure,dual_redundancy,safe_mode,0.7965346434208365,117.85102171492004
guidance_failure,none,land,9.327488863849986,79.86547318973544
structural_failure,dual_redundancy,land,1.9349021902084962,78.31250141851947
engine_failure,dual_redundancy,safe_mode,2.045856529712685,122.85875919772144
structural_failure,dual_redundancy,land,8.323955501815737,105.9631060435413
guidance_failure,dual_redundancy,safe_mode,0.4840725990181216,74.47231856515683
structural_failure,single_redundancy,safe_mode,3.4623802000094828,68.2800260309171
guidance_failure,none,safe_mode,0.6149111692518716,72.22890708883008
structural_failure,none,abort,0.9894983569001303,100.8010498573652
structural_failure,none,land,7.213523090097491,68.59412000511546
guidance_failure,none,abort,1.180829191295829,99.94161667705879
engine_failure,none,abort,6.622457557768034,76.62548662564625
engine_failure,none,abort,7.3386379731500115,112.02378441648088
engine_failure,single_redundancy,safe_mode,1.484177297200966,99.43029481912723
guidance_failure,dual_redundancy,safe_mode,8.3554167125399,64.47073443268134
structural_failure,dual_redundancy,safe_mode,2.1525613920681383,94.7616412398792
engine_failure,none,safe_mode,3.126160108006558,117.87570782507004
structural_failure,single_redundancy,land,8.520506763305132,77.74511695598308
engine_failure,single_redundancy,abort,6.179478604030829,117.31464973707207
guidance_failure,none,land,3.715934058215887,95.10912867939349
structural_failure,none,abort,2.3155430989216965,82.71390591890685
guidance_failure,none,land,1.594025151892643,64.88271888688783
engine_failure,single_redundancy,safe_mode,3.728673600697837,101.33209896199229
guidance_failure,none,safe_mode,5.702703332537018,101.31890475453011
guidance_failure,single_redundancy,safe_mode,2.3397298774539346,70.35130898884611
guidance_failure,dual_redundancy,land,8.11450963795359,104.53257229761627
engine_failure,single_redundancy,safe_mode,2.665739398654201,129.8567528402856
structural_failure,none,safe_mode,3.5491980215514998,128.46105564576646
engine_failure,none,abort,4.144794231605985,125.56849312114396
engine_failure,none,safe_mode,3.558034959196182,63.989629817259726
structural_failure,none,safe_mode,9.964471189663056,92.39731827800239
guidance_failure,none,safe_mode,1.5549982655558103,102.67096590732035
structural_failure,dual_redundancy,land,5.464642532495488,86.59956841889253
engine_failure,single_redundancy,safe_mode,7.411590982266087,100.95102306465364
engine_failure,single_redundancy,land,6.202967732024295,76.18902409738762
engine_failure,dual_redundancy,safe_mode,3.73970084427367,106.16317895021268
guidance_failure,none,abort,7.342539404943046,85.8091918505549
guidance_failure,single_redundancy,safe_mode,9.388484034319308,129.58027656959143
structural_failure,dual_redundancy,abort,1.862012938417389,127.68015088465718
engine_failure,single_redundancy,abort,7.359748716910434,85.63242536786917
engine_failure,none,land,4.827013293941319,65.8410923715346
structural_failure,dual_redundancy,abort,7.8644608542105985,66.48613703406093
structural_failure,none,land,4.5756587105668,72.23059117736018
structural_failure,none,safe_mode,3.317580284462341,74.20775209178558
structural_failure,single_redundancy,land,8.213778065297724,76.09710258499567
engine_failure,none,land,1.2148940150468857,64.39785236651669
engine_failure,single_redundancy,safe_mode,0.8772126967814853,109.85919098581164
structural_failure,single_redundancy,land,9.093009332188988,104.48552560516325
guidance_failure,single_redundancy,land,0.20647196806718338,126.6587619329172
engine_failure,none,land,3.9103740960797904,79.9665592259573
guidance_failure,none,land,2.5581280499431394,84.22985698199992
structural_failure,none,land,4.62644805318093,93.21195759725333
engine_failure,none,land,9.676137900623692,127.07843250478226
engine_failure,single_redundancy,land,7.9040296393800515,89.36895367099079
engine_failure,dual_redundancy,land,0.1712401963319632,120.27174441971128
guidance_failure,none,land,1.138112644663678,99.13365651195929
guidance_failure,dual_redundancy,safe_mode,6.051060172826923,111.00060950281767
guidance_failure,single_redundancy,abort,2.6083316310334057,88.99781025100842
structural_failure,dual_redundancy,land,0.2968644762969386,109.70294380550132
guidance_failure,single_redundancy,safe_mode,3.5396418479835488,113.82243888955881
structural_failure,dual_redundancy,abort,4.911087205034063,104.21814101015936
engine_failure,single_redundancy,safe_mode,0.9317229856912845,127.48809794856578
engine_failure,single_redundancy,safe_mode,1.1657618147148108,114.09333425897012
structural_failure,none,abort,7.430746669627366,78.12014267492238
structural_failure,dual_redundancy,land,2.34667500907101,120.23680541293797
engine_failure,single_redundancy,safe_mode,8.664868851702014,82.97634409022719
guidance_failure,single_redundancy,abort,0.8077071416280346,93.22572390513199
engine_failure,single_redundancy,safe_mode,0.891543264938951,105.16414111147716
structural_failure,dual_redundancy,land,2.4446826135285105,70.67115642652597
engine_failure,none,safe_mode,6.752516160460951,79.4704208752257
engine_failure,dual_redundancy,abort,2.6401071963804466,92.60514997967151
guidance_failure,none,abort,0.8920390852138094,109.02585395495637
engine_failure,single_redundancy,abort,0.5608615943145245,128.39167398251357
engine_failure,single_redundancy,safe_mode,5.5745083235077875,85.16245186551102
guidance_failure,single_redundancy,safe_mode,6.149661494215147,61.88340795962277
engine_failure,none,abort,5.66318632682183,117.18261161623639
engine_failure,dual_redundancy,land,1.5016296542875474,81.5283753667139
engine_failure,dual_redundancy,land,8.283217661240913,121.58058644083019
guidance_failure,none,safe_mode,2.3520066927777084,93.32156247725167
guidance_failure,dual_redundancy,abort,3.961648319730519,67.33053010451725
engine_failure,single_redundancy,abort,4.938255723210549,82.80435512019197
structural_failure,single_redundancy,land,0.21234703951761857,78.09598183919394
engine_failure,single_redundancy,safe_mode,2.6346948994280197,109.4952337183569
guidance_failure,none,land,8.955807532856584,67.78455609078658
guidance_failure,none,safe_mode,2.027438278192059,88.79980661178669
engine_failure,none,safe_mode,8.185065529825641,72.4584569829447
engine_failure,single_redundancy,abort,2.6027859294092712,82.78043008691434
engine_failure,dual_redundancy,abort,9.161188391598547,96.27908061145885
structural_failure,single_redundancy,safe_mode,5.064177194314925,83.58224397647115
structural_failure,none,safe_mode,8.31917162871405,128.62317427444088
guidance_failure,none,abort,4.441766967881216,65.11220496112408
engine_failure,dual_redundancy,safe_mode,7.9413037939565365,126.78446487863287
engine_failure,dual_redundancy,abort,1.370367542689227,107.05432159838915
engine_failure,none,land,3.2824598416450756,89.8135748930037
guidance_failure,none,safe_mode,3.371366224211658,64.40211827925695
engine_failure,single_redundancy,land,2.0996248593044053,95.13782003269807
engine_failure,single_redundancy,safe_mode,6.8482511715586885,67.38669636757419
guidance_failure,none,safe_mode,9.54464357410459,118.50251437578038
engine_failure,none,land,9.626467361835173,69.02535517333082
engine_failure,dual_redundancy,abort,2.5311571801053434,119.36818892428099
guidance_failure,single_redundancy,land,3.8940928618839843,126.18955494042224
guidance_failure,single_redundancy,safe_mode,6.704437075146506,79.61517851265512
guidance_failure,dual_redundancy,safe_mode,5.952310069889307,73.25169402261841
guidance_failure,dual_redundancy,safe_mode,7.781652787614806,109.09338412558091
structural_failure,single_redundancy,abort,8.439548324264166,123.81293802618262
structural_failure,single_redundancy,abort,8.908765176849137,117.64272602843994
guidance_failure,single_redundancy,land,6.589091066871245,104.8555302435063
structural_failure,dual_redundancy,land,5.906880212972149,78.4106917682077
guidance_failure,dual_redundancy,safe_mode,2.698474617836953,76.84564868921656
guidance_failure,single_redundancy,land,9.885100058577232,60.31672197916513
guidance_failure,dual_redundancy,land,8.098253210544135,105.07786116638422
guidance_failure,dual_redundancy,abort,2.441068611007805,67.52516390558586
guidance_failure,single_redundancy,abort,3.6876158080262202,69.92653717923353
structural_failure,none,land,3.080831451120256,102.71356339780996
engine_failure,dual_redundancy,land,1.0451425158027217,65.8214941264517
engine_failure,single_redundancy,abort,1.499150149655939,96.24540970207273
structural_failure,none,safe_mode,0.2523862707966329,93.56231293468787
structural_failure,none,land,1.8337939035067297,98.55957220264644
structural_failure,dual_redundancy,abort,7.551513577638276,108.11542457952899
engine_failure,dual_redundancy,land,0.20566176472755382,61.32773800214071
guidance_failure,single_redundancy,abort,5.716769693621661,92.46891603564413
structural_failure,dual_redundancy,safe_mode,3.790589301614494,65.21213819705828
guidance_failure,none,safe_mode,4.14231238923735,77.4904073105277
engine_failure,dual_redundancy,safe_mode,4.005320757144465,74.49550650623232
engine_failure,none,land,5.770379688181347,89.85612063027364
structural_failure,none,land,9.736813722320434,73.13410175790217
engine_failure,single_redundancy,safe_mode,5.471991704492386,102.78085921378982
engine_failure,none,abort,7.867109651596498,125.8652064420378
guidance_failure,single_redundancy,safe_mode,1.65927196174939,67.96623507905045
engine_failure,dual_redundancy,land,8.606142211167855,78.43349505245064
guidance_failure,single_redundancy,land,2.3717315435284547,89.82184460570696
engine_failure,single_redundancy,safe_mode,9.947881907332027,88.85760299411265
engine_failure,none,abort,3.078636829503009,113.25359001051355
engine_failure,dual_redundancy,safe_mode,4.279044493880643,78.9801332091065
engine_failure,none,land,5.702284010432068,81.86454962663203
engine_failure,none,safe_mode,2.6703001009836047,112.8308043906913
guidance_failure,dual_redundancy,safe_mode,6.9740513797521855,103.66667697812375
structural_failure,single_redundancy,abort,2.545850239418872,108.8634559965852
engine_failure,dual_redundancy,abort,6.084432425584097,67.94315974298718
engine_failure,dual_redundancy,land,6.171331345144331,126.26083718038295
guidance_failure,single_redundancy,abort,0.5285294112647199,121.42094441753116
engine_failure,dual_redundancy,abort,7.2808901727140345,125.20561796142712
structural_failure,single_redundancy,abort,9.568222614396722,66.13020741304332
engine_failure,dual_redundancy,safe_mode,6.261445015862,85.47895912048529
guidance_failure,single_redundancy,safe_mode,5.18800809067111,90.25933192107574
structural_failure,dual_redundancy,land,4.406031345098431,108.12466184164256
guidance_failure,none,land,3.2123986452241136,75.73191335991775
structural_failure,none,safe_mode,8.035699261603565,73.1699838589697
structural_failure,single_redundancy,abort,1.1197212614583452,84.45057025172596
guidance_failure,none,safe_mode,2.9992900242279474,76.74795060151297
structural_failure,single_redundancy,abort,6.037326090312719,82.39586984339716
engine_failure,dual_redundancy,abort,5.5936524692111895,113.8499268471864
structural_failure,none,land,8.177032911836449,86.5193110199072
structural_failure,single_redundancy,safe_mode,2.075561110840618,71.4679787101089
engine_failure,dual_redundancy,safe_mode,4.200118417414107,77.33031739274723
guidance_failure,dual_redundancy,safe_mode,8.260381137731919,61.78479182733763
guidance_failure,none,safe_mode,6.172832579006022,127.49828540522556
guidance_failure,dual_redundancy,safe_mode,3.064295239039816,96.45293777830177
guidance_failure,dual_redundancy,safe_mode,8.51165840371855,104.0633762882834
structural_failure,single_redundancy,safe_mode,1.879557037746854,117.30346395107745
guidance_failure,single_redundancy,safe_mode,6.1229913227237995,117.96665278496617
engine_failure,dual_redundancy,safe_mode,1.138099506410235,121.64019005847896
structural_failure,none,abort,2.663780715637639,71.46089934355741
structural_failure,dual_redundancy,land,4.501851531971983,91.20741830074243
engine_failure,dual_redundancy,land,6.515259008004918,101.54903956233598
engine_failure,dual_redundancy,abort,3.2162819378156993,86.9714649701209
guidance_failure,none,land,2.88969214577256,82.66550458106259
engine_failure,none,land,2.144855450281323,122.23215514172969
structural_failure,dual_redundancy,safe_mode,5.834843921161728,128.200719699077
engine_failure,none,safe_mode,5.226194067694854,69.49622399401102
structural_failure,single_redundancy,land,5.075684651935029,102.30651685678515
guidance_failure,dual_redundancy,land,1.586061140350905,84.81962272742952
structural_failure,dual_redundancy,abort,7.750766458855748,123.33321573405831
structural_failure,dual_redundancy,safe_mode,9.295776734154337,118.60780982978507
guidance_failure,single_redundancy,abort,0.04558052670248891,73.12255924977151
structural_failure,dual_redundancy,land,6.798065830919726,89.42765780352606
guidance_failure,dual_redundancy,abort,1.772347172737616,91.42152695558806
engine_failure,none,land,9.786962397377424,65.2758971243504
structural_failure,none,land,8.953490557387,111.897402779262
structural_failure,single_redundancy,safe_mode,2.936375368410328,110.12693872287437
engine_failure,none,land,0.09179040085695478,107.12934102040022
guidance_failure,single_redundancy,abort,7.48587707776323,62.44241000702538
structural_failure,single_redundancy,safe_mode,9.408518266804256,89.0234474066662
structural_failure,single_redundancy,land,1.653202008138489,105.59057499394144
structural_failure,none,safe_mode,0.33255359580833144,104.44836199460897
engine_failure,none,land,0.13242060946789036,96.0228798813585
guidance_failure,none,land,3.560053105976971,64.06579659916333
engine_failure,single_redundancy,land,7.589326519904964,109.25786831317455
engine_failure,none,land,0.7987793282112565,84.16458544729099
guidance_failure,single_redundancy,land,3.8995610303871175,119.02751028957077
guidance_failure,single_redundancy,abort,0.7287068868922497,112.40946838245164
guidance_failure,none,abort,0.21920974437219076,107.62597736872846
structural_failure,dual_redundancy,abort,2.425921623446908,105.22263183704086
engine_failure,dual_redundancy,land,0.09244016392295551,100.06973177731169
engine_failure,none,abort,9.477512218432198,62.26837179606033
structural_failure,dual_redundancy,land,1.0193270529920406,97.30744752861463
guidance_failure,dual_redundancy,land,2.065208138089961,65.43728776253792
structural_failure,dual_redundancy,abort,3.5216476199056856,110.3286978489835
guidance_failure,none,land,5.071579589556373,79.00404876739165
structural_failure,single_redundancy,safe_mode,2.6039930299130942,88.90600941382932
engine_failure,single_redundancy,safe_mode,7.934085662981598,103.05870046786833
structural_failure,dual_redundancy,abort,1.306300274000084,127.52213716734985
structural_failure,dual_redundancy,safe_mode,5.614216777583363,104.14583331377871
engine_failure,single_redundancy,safe_mode,7.949230860491908,121.00573059927149
guidance_failure,none,safe_mode,3.3163457677454247,101.27477914010538
engine_failure,none,abort,2.748598589569852,75.57205842460276
structural_failure,none,land,2.7321952892438794,78.87495674636605
engine_failure,dual_redundancy,safe_mode,2.61353555850242,91.99901128101342
guidance_failure,none,safe_mode,2.8834851242806705,121.16228995784458
structural_failure,dual_redundancy,abort,1.6587174368513302,85.31551735396633
engine_failure,dual_redundancy,abort,4.28674102078694,99.26428388424664
engine_failure,single_redundancy,land,1.6569809831860727,112.80526804025898
engine_failure,dual_redundancy,abort,1.0444029300137447,69.23225512445453
structural_failure,none,abort,4.91151677181484,125.28240550223238
guidance_failure,none,land,3.9283549589243103,102.66901377465985
guidance_failure,single_redundancy,abort,5.920307549553479,115.61620223528101
guidance_failure,none,land,7.612895732063062,78.54898909739971
engine_failure,dual_redundancy,abort,3.6573095974765457,127.88231722985451
guidance_failure,dual_redundancy,abort,9.712369399671852,122.16661837570646
structural_failure,single_redundancy,abort,7.65608121881911,113.26984090251887
engine_failure,dual_redundancy,safe_mode,8.745581515596907,116.692236744629
guidance_failure,dual_redundancy,safe_mode,9.611051623965983,124.49046297052644
guidance_failure,dual_redundancy,land,2.7708145569273226,73.53066867280805
engine_failure,none,abort,3.291623498804561,93.95486479635308
guidance_failure,single_redundancy,safe_mode,5.241043407658896,116.51534423922953
guidance_failure,none,safe_mode,8.078932443226352,116.69683175823484
guidance_failure,single_redundancy,abort,7.960005292783721,85.59401405236079
guidance_failure,single_redundancy,safe_mode,9.009594975526689,98.10337484547708
engine_failure,dual_redundancy,abort,8.06005471084685,109.64149295992411
structural_failure,single_redundancy,abort,1.9407717493982213,121.53464524690428
engine_failure,single_redundancy,abort,5.737104955787784,97.71211867563156
engine_failure,none,abort,8.399266147909143,81.94999976791516
structural_failure,single_redundancy,land,5.232272002721057,96.99575293555706
guidance_failure,single_redundancy,abort,3.055540928387861,98.24080025798284
engine_failure,none,abort,7.6874603049983055,101.90108198827267
engine_failure,single_redundancy,land,9.810263711375304,122.79553198440794
engine_failure,none,land,1.7981685550852833,92.91644245715324
engine_failure,none,land,5.214414646988259,124.43966259409048
structural_failure,none,safe_mode,5.7517628768396065,63.161309050164924
guidance_failure,dual_redundancy,abort,7.908990715787687,109.81791002143065
structural_failure,single_redundancy,land,6.599373659766358,93.32946937667757
structural_failure,none,safe_mode,6.683408307504594,81.6763461014924
engine_failure,none,safe_mode,9.219067599948302,68.35536808563911
structural_failure,none,abort,7.627201073619377,90.9655538164586
structural_failure,none,abort,6.448967438913638,85.67565336000024
guidance_failure,none,safe_mode,7.364076622828964,122.26477079175885
guidance_failure,single_redundancy,land,3.535939404506826,101.10143494753535
structural_failure,dual_redundancy,land,5.351395987870279,100.27270736549504
guidance_failure,none,safe_mode,9.117616012859827,122.3001092330414
engine_failure,none,land,1.448726108439209,72.14890814054851
structural_failure,none,safe_mode,5.916402043400398,76.65033915996136
structural_failure,none,safe_mode,4.069752668067155,65.1913886973
guidance_failure,none,safe_mode,5.696117424973127,100.23049616738393
structural_failure,single_redundancy,land,3.074840159809221,60.972611432690314
guidance_failure,dual_redundancy,abort,7.53278187192715,94.45265211347412
engine_failure,single_redundancy,safe_mode,0.0567180296346792,110.87004017666148
structural_failure,dual_redundancy,land,9.880205494671934,64.56225241510124
guidance_failure,none,safe_mode,5.2860445724141485,61.42169393901587
structural_failure,none,land,2.1675614823258362,92.45100375633987
guidance_failure,none,safe_mode,1.8517722295449013,120.22827804515629
guidance_failure,dual_redundancy,abort,2.1656450468937782,92.29561938212302
guidance_failure,single_redundancy,land,5.673127385674248,126.27204608481398
engine_failure,single_redundancy,safe_mode,7.38603754181783,61.93182103612239
guidance_failure,dual_redundancy,safe_mode,0.616128920939687,71.34194621677732
engine_failure,none,land,8.827480968536808,124.59422289045101
engine_failure,single_redundancy,abort,1.5901280578056343,99.62784592894363
structural_failure,single_redundancy,safe_mode,5.080374582210078,121.2583382807801
guidance_failure,dual_redundancy,land,2.4513296721175095,103.91200512266082
structural_failure,single_redundancy,land,7.956111715064028,66.83689484601783
guidance_failure,dual_redundancy,abort,7.973947466993296,92.95654931234469
guidance_failure,dual_redundancy,land,9.555764927790525,62.91535569843091
guidance_failure,single_redundancy,safe_mode,5.587273127120088,66.7332576054474
engine_failure,dual_redundancy,land,5.241973108767445,69.82333030197347
guidance_failure,dual_redundancy,abort,2.936649461817662,125.57177608432964
structural_failure,dual_redundancy,abort,9.942113080296792,123.77230478108072
structural_failure,single_redundancy,land,5.3738947350706905,124.50063002522198
guidance_failure,single_redundancy,abort,5.478029501976707,83.15863452600382
engine_failure,dual_redundancy,abort,9.694452006762642,74.93880931263789
engine_failure,dual_redundancy,land,8.837667041617236,61.68308669129847
structural_failure,none,safe_mode,8.559193102061716,126.17937214156818
structural_failure,single_redundancy,safe_mode,8.157686587208454,75.63063941994875
engine_failure,single_redundancy,abort,7.19962975722577,71.88005882032127
structural_failure,dual_redundancy,land,1.861002467614331,124.18669660894024
guidance_failure,none,land,0.5254993749303527,61.77748193916781
engine_failure,dual_redundancy,land,5.036673418858932,110.23884333860588
structural_failure,none,land,9.201174248345684,121.63109536512962
