payload_mass,payload_volume,target_orbit,deployment_mechanism
11088.251143049027,39.09699769833202,GEO,dispenser
13800.549767701837,62.17331399277284,LEO,dispenser
9397.325973878422,22.848613688259245,LEO,dispenser
17792.879423358685,52.698062778669616,polar,custom
2402.9209984995905,27.53747683316359,polar,fairing
18078.742871403658,12.787126788703624,polar,custom
10234.927491930934,82.2948200953957,GEO,dispenser
8512.907087965534,17.076909347616063,LEO,fairing
13605.014466006915,88.93468419567871,GEO,fairing
13646.693753818146,48.99094345045248,GEO,custom
16472.59832438652,75.44297704342864,LEO,fairing
17294.357703439327,49.71064707207383,LEO,dispenser
17063.901279008445,48.51035988834251,GEO,dispenser
10568.523733849817,60.61341755238373,LEO,custom
3791.2744310664584,65.19509162446033,polar,fairing
8143.619828991052,82.83423347948309,LEO,custom
16352.270988178368,61.294420098609,LEO,fairing
10209.5907317148,50.599851974812296,LEO,fairing
13396.180278363987,93.19265090932561,LEO,custom
10629.8325434333,53.48983882400788,LEO,dispenser
10918.911321852973,77.3762796466526,GEO,dispenser
1763.1899967317352,10.028037923238248,GEO,fairing
17950.087257335683,52.107178994116616,polar,dispenser
3496.118519956614,34.98035979678933,GEO,custom
11787.548679682777,67.05902536152774,LEO,fairing
19486.57039170311,97.87758178362799,GEO,fairing
3836.3363286678523,80.23510083776698,polar,custom
9767.92790808899,5.679570595660556,LEO,custom
13792.22058172575,99.31969539299058,polar,dispenser
14303.76364882084,20.855372683689517,polar,fairing
9525.276700489032,84.88946505302437,GEO,custom
16122.039340593696,90.60722041447333,LEO,dispenser
5819.827966657627,67.08817716109391,polar,custom
6948.534825573915,33.174443526760435,polar,dispenser
15298.927777450372,11.564093638066435,polar,dispenser
16781.527398653092,57.51350716624779,polar,dispenser
5827.630100700251,74.45579864144891,GEO,dispenser
6020.481236454415,32.587274445435064,GEO,dispenser
1969.861520071042,98.16263013559909,polar,dispenser
12123.543862690154,16.722051921455865,LEO,custom
10531.726548276953,93.86931242408808,LEO,dispenser
18053.92886725622,41.14873272595408,GEO,custom
10900.137047214153,36.8486130256845,LEO,fairing
1790.6359411256067,7.481215647186958,GEO,fairing
7829.595038115109,22.802610068629257,polar,dispenser
15285.746678107782,85.5231005532676,LEO,dispenser
3342.81979386488,9.888127954626446,polar,dispenser
1250.771328824543,20.954243497927443,GEO,fairing
7174.8358680859255,10.024238846412919,GEO,fairing
6688.571546368946,77.48205926881803,GEO,custom
11677.065068286101,82.82012328348041,polar,dispenser
19359.07935626194,23.058029936377306,GEO,fairing
2542.8078273330057,73.4441203724382,polar,dispenser
6221.025983974847,22.901361975453547,polar,custom
6768.330549825874,76.68109260421356,GEO,custom
2102.506554987268,84.56692784337905,polar,fairing
5847.208712509504,28.01882503610532,LEO,dispenser
11162.416385999026,66.94540499518995,LEO,dispenser
13906.248410076738,74.91504867338996,LEO,fairing
18376.713495924818,28.57148817404006,LEO,custom
2116.1038127974425,13.923162787807643,GEO,fairing
1947.5052382009105,27.85192233839739,LEO,custom
9970.416274543782,96.99093482768751,LEO,custom
18302.312728295594,68.92332006263318,GEO,custom
4849.651171203868,34.94150314643605,LEO,fairing
6668.203536946493,49.10926223768372,GEO,dispenser
8539.60182137731,57.52430671679474,GEO,dispenser
16779.669578640023,58.48698673633416,polar,fairing
1592.7522123897668,70.74701564953507,GEO,fairing
2336.543726612783,46.56938268610193,polar,dispenser
10125.308401250502,13.426767879673491,polar,custom
16168.600079537078,3.498892639066805,GEO,fairing
12999.399352344215,77.47130774788428,polar,custom
7585.713915794668,26.601162487675907,GEO,fairing
9928.644412489773,69.61055427575255,LEO,fairing
14725.436740446203,65.64252504742811,LEO,fairing
6159.822347420406,82.10126503332192,GEO,custom
4570.379967223075,6.223546781812954,LEO,dispenser
14816.699340092207,70.5758145930044,GEO,fairing
10712.83566213935,47.086767422236825,GEO,dispenser
4522.173993627684,23.229786840458296,LEO,custom
6167.246651566436,62.944437182193965,polar,fairing
7677.395626977638,78.63455573360149,polar,custom
2432.632987238303,94.61978763815198,LEO,fairing
4847.148973128408,33.69916218616645,GEO,fairing
7862.0078560533175,81.83890290071832,LEO,custom
9780.071790414371,5.600429414268598,GEO,custom
9157.958148565403,11.808153675682822,LEO,custom
19118.495293062304,29.369044737216743,LEO,custom
7853.051435195239,92.51775789659358,LEO,fairing
2437.5279771180144,68.32430420079972,GEO,custom
3629.3778307691628,81.12238483715615,polar,custom
15335.822500522478,16.953500759704525,polar,dispenser
5278.032515976327,32.03284361493816,GEO,custom
3020.6169962109934,37.66519305828136,polar,dispenser
11310.937880676986,27.03832102420874,LEO,fairing
2550.3452719157003,14.008203563888351,polar,custom
1916.1682039775646,65.26548730442074,LEO,custom
11559.388845108799,82.35945794571165,GEO,dispenser
1307.1685693981458,43.81638475319141,LEO,dispenser
18105.609951957857,81.66066438424225,GEO,fairing
7270.616676898212,80.29455213880836,LEO,dispenser
11117.418291641583,82.6994345246909,GEO,dispenser
17591.270106879572,26.876355235148516,LEO,custom
6721.747749062988,30.941420308271056,GEO,fairing
12103.065854528963,12.658869297234615,GEO,dispenser
4049.0728738098755,42.41712989409169,polar,custom
6057.683408727361,58.251633374089906,LEO,fairing
17031.163853548802,49.60576777180076,GEO,custom
12875.435218770432,7.728594844981105,LEO,custom
18136.051838891035,47.52213633402445,GEO,dispenser
18124.520631563482,61.948565238473265,polar,fairing
18642.302753635802,42.723198963889416,GEO,custom
16200.731699163487,33.891182803356166,LEO,fairing
2725.610904701581,77.04247599144401,GEO,fairing
6071.2614333668225,62.396659669134976,GEO,custom
11607.073198209979,44.49186549399966,LEO,dispenser
4347.382374338662,6.303603388408998,GEO,dispenser
1022.8027404480746,50.900478386000394,LEO,custom
15759.957595067417,94.96393075575098,LEO,fairing
17768.963701062432,88.65005007471305,GEO,custom
9886.280918524484,70.47312081301041,GEO,dispenser
4703.492604720014,45.793040039947,LEO,dispenser
12613.053677041378,33.26807331655476,LEO,fairing
14275.859072973148,28.544607622508686,LEO,dispenser
13643.593991228096,65.36999675404226,polar,fairing
5544.85100505876,92.70641835254183,GEO,fairing
10091.257215034531,95.2355195209587,polar,dispenser
7832.568745487587,90.81073556137535,LEO,dispenser
6593.123667027262,9.91338642345457,LEO,custom
18150.88032520079,1.4778630270918522,polar,dispenser
16062.32778212709,39.33393422503242,GEO,dispenser
12849.995535186314,73.40940798013949,GEO,dispenser
1530.1030741631757,92.75537398039883,LEO,fairing
3873.0240374632576,47.26416328436455,GEO,custom
12209.928830277458,78.68360446494792,polar,dispenser
10696.75525742724,77.4133870956843,LEO,dispenser
3522.822889106512,53.76427417594399,polar,dispenser
3214.1798159525133,16.364578533633853,GEO,custom
7417.912220507129,5.354003676486672,polar,dispenser
16368.134594475672,6.866622162097093,GEO,fairing
18575.818183915515,65.91468154877505,GEO,fairing
10590.188770342476,50.425342130629545,GEO,fairing
5190.977041899874,62.470992663107886,LEO,dispenser
3398.264273733768,69.37382681693616,polar,fairing
19186.227483099963,77.5546624796709,LEO,custom
17153.400473788548,32.47944714452562,polar,custom
7820.804873239054,33.345147485508235,polar,custom
18367.553990056716,11.752285867247112,polar,dispenser
14671.794965811643,75.47990197188557,polar,dispenser
10352.489257248752,97.60349297163768,GEO,fairing
2388.6291901644418,4.0431725427264755,GEO,dispenser
5679.313989521156,45.208190722697765,polar,dispenser
12070.548789097691,61.81580197521147,polar,dispenser
6366.542114032109,16.069988315927162,LEO,fairing
17306.508969267525,66.59019636285649,LEO,dispenser
8567.708404746922,85.67586957516463,polar,custom
2726.270644900642,30.049234475183734,LEO,dispenser
15095.630089781127,25.821052901784523,GEO,fairing
8617.228015754823,1.4527730737853237,polar,custom
13122.03223152541,77.03961363610996,LEO,fairing
18859.68113568663,34.58394161917167,GEO,dispenser
7755.734029828648,26.5038422235029,polar,fairing
19845.060875508112,35.82698030301727,GEO,custom
10438.837258353613,14.88169301578521,LEO,fairing
14948.488851407896,52.67075839247578,GEO,custom
2126.2052724114446,78.29346394720568,LEO,fairing
6488.519577347278,78.60908001729456,GEO,fairing
8318.21354186452,44.950979163065504,LEO,dispenser
1348.1796495020674,17.14408384387335,LEO,fairing
4458.352333090812,30.27676552136886,LEO,custom
18613.937317562188,33.4443228916988,polar,fairing
5607.451679008424,60.78989155237089,LEO,fairing
19258.815818983367,87.32832341496581,GEO,custom
6486.878353898785,83.58225470081842,GEO,fairing
19869.58936810155,94.93527568763963,LEO,fairing
8136.178102262507,26.620051060540263,LEO,fairing
15359.28037253479,91.14011520740799,polar,custom
10979.902623985165,72.9034636865717,LEO,dispenser
1284.2658192409738,32.971531277808694,LEO,dispenser
17431.68535974138,64.04023717453285,LEO,dispenser
6503.858533851523,15.922915112835987,GEO,fairing
5046.215095440915,71.71755265572897,GEO,dispenser
10217.888731487546,62.93190370975316,GEO,custom
16892.005865368712,63.91629720502815,GEO,custom
14934.00948640133,40.758863397687456,GEO,custom
19406.84487883624,24.822497392446664,GEO,dispenser
16401.136098120136,6.893042677124056,LEO,fairing
11664.798406839034,74.60352608972312,polar,fairing
11330.96320600498,59.029642316749516,polar,fairing
8432.273323998132,70.26371982567412,polar,custom
2044.4295613835222,85.55359783077327,LEO,fairing
7208.724420630969,49.95703783770813,polar,fairing
3375.5454085988426,97.25933468092278,LEO,fairing
6809.525398342071,64.80342603421028,GEO,dispenser
6730.085711171939,17.032884178799815,GEO,dispenser
5325.845280636027,41.089692468502136,LEO,custom
15127.963063899144,26.0703374214764,GEO,custom
15593.987874734472,86.25849135536383,polar,fairing
19317.643677593733,32.07389463840681,LEO,custom
8561.896781101925,85.04320136663036,LEO,custom
13922.758533388933,80.29714034759057,GEO,dispenser
5145.030196076173,84.15501630871269,polar,custom
16622.920507745665,84.23615471702114,LEO,dispenser
11212.058550361571,20.942037775868023,GEO,dispenser
15337.776379638623,79.85148377552254,polar,dispenser
15368.948533382389,43.535079892758084,GEO,custom
4029.757239731339,6.874932851657931,GEO,fairing
8280.326603797022,45.59444059427501,GEO,fairing
9314.175058926783,26.867426618465093,GEO,custom
1249.9364088312645,86.8403101621954,GEO,fairing
17170.293577426142,2.4186324186814283,LEO,fairing
13027.136981430485,61.08747579299999,GEO,custom
19338.45777443969,79.31331404158504,polar,fairing
1196.8661701406768,30.542224540938378,GEO,dispenser
4219.542693324573,24.246527202407638,polar,dispenser
18397.625532924023,67.65905875020644,GEO,fairing
12257.251143056608,25.85013040231115,GEO,custom
8511.727620585036,55.05751585372117,LEO,fairing
14043.488834576618,94.2230310763122,polar,dispenser
2218.9364348029103,2.5865207422375054,polar,fairing
6294.530801311011,6.357279346141842,polar,custom
5750.023788663914,14.559720352892306,polar,dispenser
2609.2129037524946,90.1016828376239,GEO,fairing
6661.165750069717,12.766855968326288,LEO,custom
4437.056178004035,14.577842265496773,GEO,dispenser
2093.91163036515,38.436346899982105,polar,fairing
10280.094732415055,89.7338370171644,polar,custom
3611.40925804497,34.74687141162768,polar,fairing
4124.402549921959,79.30412129349644,LEO,custom
4381.7168221862485,21.143702891841865,LEO,fairing
12161.414421359153,31.78952334136096,GEO,dispenser
11462.593936096358,40.0023486784947,polar,dispenser
19784.17694748075,53.39836202303182,polar,custom
15382.24569712725,38.71482681381197,LEO,dispenser
9969.907511637508,80.06532201666853,polar,custom
18733.68409386012,29.53129443301841,LEO,fairing
18078.345792301592,10.26123640312558,polar,custom
15176.915711093421,32.7012402906403,LEO,custom
10987.525224175046,9.8092997462265,GEO,fairing
7270.974423329415,49.303189898433615,LEO,custom
8740.587974910723,49.89428216276033,LEO,custom
15161.424363490769,95.76845786831625,GEO,fairing
17582.801905820375,43.84845989463751,LEO,fairing
2961.4275469375616,19.168804919133898,GEO,fairing
14043.902233145978,13.97188272707729,GEO,custom
6247.144916226888,92.9019456126051,polar,custom
3732.597052478335,42.52722370233301,polar,dispenser
17507.108080599017,15.294153114904473,GEO,fairing
8679.683746842053,52.73796786587005,polar,fairing
6484.276986669532,5.079731416551573,polar,fairing
15914.302788140807,13.715527500463974,polar,custom
1869.6646920055264,30.67785243395495,LEO,custom
13856.864760921831,12.781547071643883,GEO,custom
18679.088274278463,46.64645923973047,LEO,dispenser
13597.369070812287,70.96414641402569,LEO,custom
14927.713090148809,16.008498978676055,GEO,fairing
11473.073454786047,24.679824554136236,GEO,dispenser
6836.582210752127,88.51362311723896,LEO,custom
16698.63755275113,77.4600049232588,LEO,fairing
16373.887738674144,70.3284280839066,GEO,custom
18375.70326435858,20.22301628916993,polar,fairing
15543.89004940366,43.03818081722806,GEO,dispenser
18779.114368630184,78.26183611737582,GEO,custom
5243.158132930734,42.42217639531239,polar,dispenser
19530.721289081164,58.62668245213283,GEO,custom
8430.788060945777,43.18090814832511,polar,fairing
13151.527325679397,76.2321939546571,polar,fairing
18144.489898745156,41.712218073468904,polar,custom
9592.56178891704,6.0727255282008255,GEO,fairing
9745.606373340119,39.53211401844424,LEO,fairing
7561.142383200198,17.444940224949118,GEO,fairing
6257.926123330614,72.25157024481248,GEO,fairing
13289.373159346984,71.91130849054409,LEO,dispenser
13161.710835177504,30.81730986451766,LEO,custom
4106.726517405936,50.742105629337665,LEO,fairing
6696.399515186828,53.39883235487217,GEO,fairing
12065.882800313513,29.041816407213712,GEO,dispenser
7564.590537963317,81.787898085412,GEO,dispenser
14754.073849685261,24.92369719914903,polar,dispenser
10857.671578166292,64.04929036706724,GEO,custom
18865.716859400327,87.92321113360049,LEO,fairing
1138.0327041957232,80.85332023217182,GEO,custom
14412.339318084161,89.40718060700492,LEO,custom
12965.501114718838,32.63208007141166,LEO,custom
16790.877927596783,7.4450709582676105,LEO,fairing
16893.153133960364,84.24154245743247,LEO,dispenser
18389.0029840403,96.57045239402794,polar,dispenser
18835.015069981782,27.958773987136688,LEO,dispenser
3836.872844775404,32.37671090682972,LEO,dispenser
2188.6388025225774,30.17556842427416,LEO,dispenser
1688.1151217065822,81.5364786333643,GEO,fairing
13964.910139687314,91.84310118863384,polar,custom
5176.939304824186,16.82341777267109,GEO,fairing
17052.643666261236,82.40158204605754,GEO,fairing
11284.371780711639,69.39259029313429,GEO,dispenser
12142.818417166087,44.19967101121102,polar,custom
11681.461602693113,15.91029808590313,polar,custom
8840.246362868827,54.98977379176342,LEO,dispenser
4719.143730540054,37.952338515647774,LEO,custom
13323.031041294691,9.071993867867151,LEO,dispenser
13039.771550297646,94.68865474986555,LEO,custom
7526.3207109940695,54.89726706676176,LEO,custom
10681.601043434715,91.0190931390301,GEO,custom
12514.89375229929,47.949605143560426,polar,custom
3341.770510675975,30.67663649676721,polar,dispenser
9890.341645057018,38.50860021667453,polar,dispenser
15859.850936451516,26.78049732429525,LEO,custom
17408.968256376465,83.5934188722762,LEO,fairing
4228.592086410317,72.1867570726155,GEO,dispenser
14107.437915116514,72.59147036263087,GEO,custom
10916.419548996166,75.99305116369213,LEO,dispenser
5644.994931438748,4.747723622145694,polar,custom
11773.998021793961,44.62071696936761,polar,custom
10374.395263893031,93.65635623636543,polar,custom
7547.300276024575,25.877974542741907,GEO,fairing
9807.595107675357,40.11071249999007,polar,custom
9212.602109839974,11.13975676105295,polar,fairing
14739.924926136624,1.1732365460984462,LEO,custom
15143.608193020233,96.93230486351646,LEO,fairing
2161.316826151679,75.68773182617296,polar,dispenser
3618.9039480797096,57.5051694990971,polar,custom
16766.71841629019,67.94655390781706,polar,custom
8218.497860903517,75.79165208605082,GEO,dispenser
3702.7393832596085,9.798918649329996,polar,custom
10831.924425695031,19.487881763531487,polar,dispenser
11982.599883436505,30.81617396540018,GEO,fairing
13622.621878867847,86.94745887285586,polar,dispenser
6664.899065159012,73.88545930226907,LEO,custom
4118.046885470065,29.849891430484846,polar,fairing
11273.120841847525,58.33991821279666,polar,dispenser
3148.3221505712627,63.75874326463154,LEO,fairing
17602.616666657697,11.254694500191187,polar,dispenser
11397.780376787667,49.38280439032977,LEO,dispenser
4836.163956234268,26.56544839318266,LEO,dispenser
7013.2473809883995,32.149638133274735,GEO,dispenser
9635.73328416368,71.31424070542346,GEO,fairing
17954.665224038217,47.47415311553349,LEO,dispenser
11677.747862820395,78.6039321323129,LEO,fairing
11673.82765606025,56.93355906147,GEO,fairing
3836.9521538568792,12.64193876481046,GEO,dispenser
9367.409651288894,89.34844651521749,LEO,custom
10233.354319729438,16.514565328281908,polar,dispenser
4540.769542246324,44.37742986043678,GEO,custom
1755.5472488071373,54.858456794839945,polar,custom
16981.723946653,53.646372392108454,LEO,fairing
18300.62207541264,9.27988762984276,LEO,custom
13193.511652644285,18.300650923066968,LEO,fairing
10987.737402184037,51.23627777785177,LEO,dispenser
3089.174158155125,22.871972494758342,GEO,fairing
