fuel_costs,manufacturing_costs,operational_costs,maintenance_costs,insurance_costs
745240.7361688472,12745953.869973611,2963833.8770555407,190023.31496166118,1541828.212669129
838399.5043572447,18864403.438015044,1883809.743391028,494356.1157337375,2845759.799407853
980838.5399254332,7651796.0061868755,2116497.1034564506,804035.0212710431,2874874.4701141887
935232.1883287063,10209622.54089274,4176443.5749381245,568394.7814537488,4809614.327054649
467454.73330936005,18218663.19531983,840678.1678617301,888664.4931438091,1880265.9207527442
318784.50708774035,4122955.761058773,4955977.703994108,151846.2976472076,3909501.604662405
171606.57764427297,4624030.700347688,4931484.602823915,727067.2622950837,3354813.4452066207
716824.3902576464,10296786.119415907,3031004.699831669,538466.0217206944,4761101.939773926
554255.4045256255,10000384.034701863,4606073.12537457,342337.32075645775,1530803.9458422964
936469.1370983819,1421199.347013869,4022894.3761757207,301228.6769094607,2090475.8612304188
981236.9344241987,9602243.651993504,1242140.8850960522,729259.1996246986,3197846.8434133115
353491.55972892005,14617560.294577923,2042906.6721904397,279838.70603867323,2244030.527813804
357979.6108047076,8481575.89448235,3789770.4084991342,745314.8744275509,1207550.6265847343
484142.251561205,12482592.214948267,3502666.907731922,878080.6649944899,2974724.083731202
624264.4968942247,16210158.821842367,3063893.634734029,491602.0286367383,827738.5045590026
245625.83262122676,18527737.629377507,3395329.6459860685,300385.35374694737,756401.5126968103
292805.29737830075,7268031.12882245,1782597.1632759816,251603.4016931975,4123956.8055480397
739886.5210730445,1153004.201853053,4931492.812706237,144752.4730099514,3529712.6896129083
122807.78653028005,15708184.320128724,1189098.2755752606,361645.0642138026,3106504.0604052586
843739.6666479263,10319983.06180809,2557437.939581156,491022.4532255534,4631066.308133114
918807.2341172952,8815873.313624378,3443905.435760434,829175.0076887129,2355931.770018589
188607.2947474092,6063380.87728846,4848752.89452147,136999.58083451947,3181561.8594967327
898982.691478158,15956349.259344492,4892235.525768421,686188.49110669,1829446.3227093404
871694.9197735485,6316516.081589419,1310725.7834758442,959252.5617824467,723201.4675726003
165423.42239555015,1654625.662200043,4299721.672551252,564382.8331067141,666301.3136488112
805192.7148824827,2634767.5426502256,2192966.6120730434,642692.1828291495,3895745.141949707
678312.7148181135,11533457.931133058,3856688.599911486,648520.7103088341,2148297.7576828906
156012.2117762426,5339329.837695051,3212484.1510642082,795879.5161181584,3349849.3766481713
863119.4711478034,17234312.968560375,1560426.9881482886,590136.5653889196,1031831.4745204716
215520.79999658876,2158413.434830916,1932894.3133394178,195900.26198084606,378473.4767109047
850685.0338845042,12798305.334715761,1539486.402878284,562107.3521303022,4394228.953260551
621599.8695510376,10036638.178392116,4742994.572753845,662675.3708556108,1083106.096506975
730603.949235187,8482896.489657518,3609278.046956497,320571.36979296163,2657375.663244558
614901.0926054724,17007794.28069783,1865081.233140976,877390.4280987182,4794967.973955637
688978.6365665717,10615271.769244308,1202330.0241023304,748519.6453011808,3470169.3936692993
843935.5251052756,11637651.279165894,3307828.4134315504,501300.4976596918,3848564.382218003
911811.0545736883,16552413.945552945,4106053.633592972,845739.8449626783,1793250.016461281
608264.1331809523,15455601.99609098,3969722.9510139055,802381.2323024363,4091652.8082245374
264673.33140143217,13282155.679116819,4907521.6349644875,321136.6036245664,1950480.4269644632
906699.6568783711,11759509.129930224,4143691.117180797,815530.0106304375,3719013.307151421
374126.81224770914,18845467.739093844,4009151.944138119,247625.36610435814,2017926.9945078958
857448.6660392507,19255590.26221495,544544.8145130688,829591.5758044092,4845515.420229819
410372.8695049994,3900594.4209834305,1335004.9537478755,457510.5288480906,2584709.3089863127
903572.2661689299,18253489.94610397,3047824.27953477,986334.0963297754,2803871.8094160166
911990.3141407311,6626352.695611808,3730531.806417655,626303.6724179117,555171.135641916
722657.4675558336,13667675.798038322,987217.4009455843,154710.85432209648,2506535.144614508
150642.43542942175,3095582.8412248706,4479891.114615012,468532.43160241,4952844.869423532
532352.9000942511,16347317.18949146,4107053.8985561794,137584.32405701565,4743362.376502383
221371.33640166954,2012907.760413656,1379078.9721972207,765220.2612364768,1245317.0449725229
589574.4365534069,9206519.549341157,4089538.9382154495,538866.1745650508,606430.3257833093
892292.6956592393,6088051.8759549875,2781440.9379185783,483486.3361289482,2004899.6514825886
367036.94011126476,19224959.349600177,4115185.909558952,949963.5851702312,3725891.3719755556
877670.4542395226,4506714.596033236,3647077.0985447196,478902.0651058125,2941328.7709016628
251017.26150174107,10785016.343794502,3204141.270617153,509092.09550190065,459025.04367451847
432953.98648913554,12737355.498154067,2193649.228757047,433351.84537157626,1408999.1725568252
107641.6944983317,13943699.09923563,3453746.7052199584,136761.2589088126,285289.24118306034
392067.768855928,13266708.976842463,3466818.216547954,583180.774084441,1620177.4486163564
370624.6511976312,11189241.228696285,1677934.3901729926,597065.5028295923,2094151.6867013301
262284.46741331427,17550093.890417032,4704093.076674934,293191.8704937808,3496029.030282953
138173.5746845982,8520173.420356944,4276689.487114437,123966.43274544591,4161203.31571646
633398.7080021568,13175017.98355177,2621170.397850284,287868.54819984804,563098.629038192
529672.1093793049,16924693.092759453,2002787.735054023,271329.99680327624,976658.3663063253
740199.9396486001,6974730.004903704,1946156.59622662,391043.98451998935,2608602.882417443
295192.00752901874,1581048.1852580262,2028481.2875734682,218935.27447740798,1158293.4303819847
717107.4828154522,17047971.353340566,1900098.081754359,553905.7075683053,495686.48945864954
67071.64503276919,12441974.810009127,888664.6048063955,523502.2629562053,3218230.849374526
230862.3652774536,9782494.151886486,2340524.196375005,877570.8689394066,3475068.662139384
297064.9738438265,1470057.1589616148,4781526.151411607,123261.86443956524,1561672.108163098
789351.9264982805,13340313.990359772,1738532.1111232357,306688.9992444864,1723368.9882127414
921196.9235972221,12122713.114002898,4016738.9238794516,863892.7095206366,4813623.25593399
83116.0993918466,6688889.486230955,1207400.5427458375,113217.37638034584,2709253.2740504486
157671.86705943616,19252309.18840718,4544853.065626071,152989.56943589327,1917469.8595664399
361093.6451982083,19779415.912973307,4135939.5358959488,239148.64399995407,4300844.593138141
148026.14052390482,13950086.58137947,4973045.087543611,310448.93602279905,2596199.3419960905
472505.86662738124,14903356.78805601,981790.4381476175,875013.7748161318,2477544.2423193785
161655.04558493142,17642989.445679374,4725537.887095817,755748.0804750872,3358236.505350307
877615.1915794449,19993094.800798684,4222778.5208494365,927504.6676774336,1604460.7492728953
771260.4797955276,5520632.049896537,1148555.1610204896,849741.1342898832,309793.68699563795
850849.280261623,19967287.836437374,3157210.961029773,549564.1109540102,4643996.41460433
455231.7781997224,15124756.883903788,641620.658167623,214875.42560359155,4531942.60616114
905687.0824897063,10276587.837653976,947358.2557548903,410035.0766697212,3167051.389956772
599998.929378233,15496639.428629875,829466.5447785028,821799.775331019,1359859.456927735
505165.06696089735,10955681.926578116,2569305.5281335497,634837.0574412518,4267092.097052278
898746.6896565788,19659857.109677967,1206517.12832813,633118.9557756163,3193656.694105697
202500.54110951987,15062974.649186637,3708937.030864858,622741.0630246634,362303.6321248795
324700.88812990906,15803049.966750026,4817423.318238225,835716.4755314032,4412733.013805625
298578.12833901675,10769566.105016232,4715789.693697222,535012.5903067144,903921.8628177112
289836.9186708449,15727523.349070407,2003998.0142490822,147620.6494396237,3567363.49197379
958825.576709033,6064239.0414260365,1417458.159867499,573482.0613908553,4547653.352464851
428745.51063215476,15118918.85061909,2201550.7596646957,356566.2612667156,2237063.9869589643
731072.7330032614,12759276.021802068,1837765.7477740003,713312.0454925197,817381.3871610962
957748.7245014024,8828352.31332802,3770053.2513903757,100956.754418046,4045182.5996123976
605218.4438866794,9154090.431943316,2607408.7395644267,695181.5686217602,566446.8594283885
696234.6009022993,15230463.266894901,4459108.4477262385,913132.2599246006,1870560.9881912328
807643.9519283328,5787647.861985836,3915669.1683286848,859754.4849985801,2222456.048817575
678933.9745694437,19266194.70098218,1972193.928405148,337679.8806608151,4352956.181061689
294851.9136224864,13973866.03177819,900538.7497261907,438651.69010314526,2112281.707669203
647237.9569167295,14149095.47362028,2134174.558321231,771633.190119186,1755727.5224129788
355116.98048658366,1323700.2688147542,4398433.670482419,632824.1343467868,2516350.1194106494
282320.0290491904,2438660.3276285594,2681073.9400577936,107578.02723402022,4865233.141609954
240690.07382436327,19962507.16212428,1496675.1992706857,703903.2841382814,1286048.535516792
799561.1190449125,4672756.052159745,1387765.6759066302,849931.0672701622,1065088.8452804042
294432.93692628306,13371825.835624697,4785600.875383676,318865.60818950244,2291996.4089094605
727873.0470335865,6994656.037481132,2733025.7553540654,331940.38817106816,4858589.128525157
467283.5650958699,9826882.932888653,1229357.7848969675,812319.9544928976,2805035.2545279013
802019.616186996,13406579.225343654,2786034.483263098,392563.9410246732,3603665.3229985144
785429.2029576399,2262667.3893939676,1234162.9341121935,418483.5454828468,1926087.871001015
853866.1280990691,13968563.76993359,3436604.579034056,240561.27797268124,1222819.9891561584
597288.4951071617,15432044.702453913,2478800.2150164004,673066.3791025528,2923019.980846126
360052.4905010648,15253825.676246926,2542904.5602548495,422696.60155454214,2381772.4520562543
649439.8852575882,7541208.028832526,510129.83308590535,681417.3495774944,2634204.9462745753
257457.7369476872,1281014.9100187444,2441025.9943728605,783488.5520925366,2621875.4327400033
936573.0092106399,19088749.707950827,2672800.0298141283,241192.03178808407,2025572.757815171
971663.6936914546,5575290.737434477,3070519.984986629,327628.435120851,2306808.474531196
608144.8460261961,15140199.811832232,4298956.393159684,459123.5924885104,4001313.5804627035
750030.0234421901,4895966.388509396,1872008.5075645319,946925.8145449201,1995717.0251462667
274394.2962479875,16199239.172799816,1597277.5035189874,726160.7713325993,1310988.3468189982
828123.6942083571,17502876.690673165,3108860.8567581787,303328.50989219866,2768360.5457781367
809202.377475641,4352668.002981558,2048879.8321619171,981855.5033658025,724383.4764544789
676331.5024133965,6129898.7246885365,4442495.982867792,462064.9337504542,587939.3698499643
972817.8806031633,19371492.211228784,2460115.8383000595,189829.69166710434,1916421.202604913
243270.39517503558,16857617.243006352,2577141.313842112,989675.529140066,3554812.087331351
754326.4002988567,12238716.395515501,4487033.054841679,895938.9548987466,790219.4443424802
249808.77694596467,16869243.54840135,997355.984792428,325826.22924705566,2325657.319584746
631972.0325834514,2852445.1406191825,3448114.8909280705,470715.71815648145,441326.9570217605
872018.9429186035,14741229.717189685,1440250.4285480604,716143.1492798101,3525476.415085613
831881.0394152342,1360293.385892184,2316919.9124842323,258827.8486645127,1822764.7820827065
648954.1355286061,15262519.379652876,1773755.4007333342,439654.6614914107,2278956.9853462894
619005.2874168768,18404836.052129216,3637978.5518508404,776027.4042659114,4433560.252822439
476364.08451622934,18823676.04519361,3871943.7584245675,154320.13184018253,4079686.999809919
338460.2808192161,12547382.324537234,2467943.172105695,166938.91091633146,925394.0411794457
738698.3183393811,12515647.400323855,3641561.7765105856,113727.12121580959,156733.2857027225
212025.7322227602,10606517.820120266,2740516.0064001586,756704.8814019845,2113293.7295366544
695402.6641593572,13164662.94403547,3190875.42252811,538215.5566864235,1661639.984090323
484420.58390400955,1238613.4565590061,2630537.7129232273,260758.56624185032,1462638.1813600524
203602.54278789123,15927690.14650628,4086649.5935895913,268420.2867905566,1245650.2557353906
806415.6659511677,2539957.673113249,962062.6869483298,162987.82849918562,3851711.1138290586
479424.99896816973,7232158.988811389,4364425.809945704,420125.90202016477,3228826.1437631953
611229.672756262,19121567.367286153,2352194.6122189723,206372.90031381173,3868253.6205914677
324399.30357446236,1238619.093225561,4966715.66066707,755343.9152576353,4135609.251131472
120640.42462461845,6280033.134378513,1324185.7717318272,967333.1854177937,809138.1719084603
236783.46978592387,12856600.570897158,4362347.747561439,552566.5506069856,4174207.6044935863
566737.6772584424,9382605.86086741,2661403.820711145,944358.5186927308,3697835.0378708537
673838.8020293945,11010438.641312286,618108.3480951955,604135.22193201,750538.4990039248
834005.8863289001,7640091.907163092,3293234.257049414,164384.41519695145,3956740.184188856
628301.3107574348,11499615.372271452,2670182.42984564,327695.6679394416,1571278.163623927
73082.44543937039,12845614.248310825,2541086.587741735,488348.1700394812,2387132.996755077
986722.0828092067,9906604.284695596,2337510.2085697926,724654.2949521462,776785.9264263395
308062.21256019827,1351094.6068485768,1123350.342783029,911590.4647665122,510046.2862139531
787578.0641873649,4321739.940148026,2222094.694706356,645137.8640549019,2770079.6430690847
705928.6123861831,7402474.984329991,1452591.0985496358,232082.06848863556,4961526.090587903
897325.593702539,4524848.135567082,3462197.590316038,885708.7566434429,871366.5770153854
157686.6124352084,18954341.240995094,4736650.891252057,159041.78530852252,3756851.5592080974
233909.22696289406,7824854.181335649,3959303.8127259957,222594.56035701558,3262006.57655008
212114.73162030778,7166180.41203283,2560054.254028879,894941.766189697,3529882.0354615063
599842.8656848405,4945533.448591907,3455997.8801521338,330490.5450594467,1809613.1458998679
847556.5458250167,9753032.949536307,3724059.4039846687,582505.5793188931,4887299.988780997
972490.0013528969,2042508.5536032445,2125522.158846839,916288.0714922011,2515963.1908486728
743581.6159991126,13853345.387343843,2224109.687180558,736255.0607739465,1126736.0155875632
75027.7201317974,16485841.277869245,3302649.3043709532,379495.63369645143,328974.14572963025
647446.3245687436,5161640.585303264,811233.4044384363,369618.2444879724,3410964.80056788
160345.820638554,6469300.468878357,4756573.115956852,236822.32849524738,3160183.5064189695
508223.73721374996,12061041.205780068,1614639.3649514439,320678.9552539308,2674354.6900302907
522020.0416482427,5776078.259792987,1850058.1263814743,192705.2989286107,2814704.6301145763
802813.0203237641,10123223.49092713,1426880.3488106276,669351.4232467638,1903222.1350883376
765666.2053739902,8699203.39913001,3940981.306397604,971078.944775422,3790554.070418248
787661.4532955489,13245339.610851953,1139410.774700027,848177.2810110103,119505.4151583211
54242.875231532074,9459813.497333039,3071415.09132474,697821.7112058507,3816811.662203419
394805.2235259276,12900200.41352578,4672580.6126958765,691385.6382613991,1753905.3669877057
537654.6776046307,19584376.80950822,1253227.3452460493,903548.9144393457,3250686.174677349
185157.64736535554,12856129.76168213,2553721.0575677115,173609.1081828277,280062.21437492606
946176.777672932,11718873.51304213,2916482.5593465082,899157.3262067189,4905715.884600449
917167.269856655,10607831.344573276,1525253.12184875,571575.9927076281,3974957.526560004
446838.9542534771,19530211.857785907,1280346.6618115392,570863.3084768938,2430678.697409979
249053.3958386378,15142299.565568227,2751417.3539718925,208855.36074436316,3397706.411770347
750325.9815719087,4609712.9586714525,1144254.1004057594,401600.6325526994,2414931.7744060373
266561.23362641875,2734879.760441364,2475669.965388351,275245.58384169,4034191.572537816
630057.5261807808,15338427.89552359,2221732.2571591763,113666.62275615094,2851183.168466136
774850.7189343943,17591524.2690404,4180304.955979847,482953.5446020124,3979182.258626003
769121.5292464987,6558314.3439399,1309937.8234449641,826923.7637806518,3119886.472210561
916237.4676522209,6952204.945885522,3082419.885857491,987386.3528460953,1654327.8783065078
785264.4753875115,12305683.437773304,1476722.9612308145,293593.79429422005,3251873.597199631
852386.9328892147,11742017.340058066,1392534.804640039,293759.8736242368,1797468.6288235758
884247.2162212913,16550526.573621767,2934118.7399561065,702504.4255067391,3441856.5286169113
56083.52493109719,18814838.409745768,870759.8833000422,461973.32755904837,1787891.6652141022
80792.53860187049,12803927.848717732,1149361.255235028,533414.6963279977,2874839.494486557
525121.8486141739,3587437.184718458,3273565.721148108,953672.7087609223,3299756.708158278
947267.4724815048,17116184.314503483,2387212.4494699566,577109.4416634904,1424994.5876110941
523115.247177798,15711224.58264277,2151609.5420502815,980554.7339379747,195216.11072675418
161978.18764369882,3355006.069019952,1520860.131049543,772577.6461933203,758312.5511192273
459715.1254505423,16358116.570797982,4870792.5325169945,373902.89682869334,2993714.703858089
450370.6738413274,4341777.482818608,576262.2612951496,754088.0493095444,2111373.610744806
221060.63212630487,17566418.186264344,2762503.8477282315,991580.8140816522,4306071.565592787
524656.0046587077,13818897.037535882,789532.8406594155,911559.1296357526,4559308.66944433
760014.8445859841,19125224.613184985,705106.1889466658,301507.04342880304,2858247.1949257026
924655.6885021593,17301329.530402854,2116566.2200674536,270848.6065726008,2755562.8778941277
687721.9534236975,7476875.596070419,911375.5517240721,338189.1330086121,4262979.792527983
712558.3423436547,13452167.205125036,2605037.377717017,745393.0360744596,4433361.888524951
735304.5686713355,3340033.8273896673,2747026.4284644416,560612.6073731027,4787203.981167064
480170.8227702774,16558401.137974685,2116296.624346406,223445.93668393148,1021231.1832211048
803115.8936670991,1150800.9221397038,1645072.9369756214,674629.0951833593,1274930.622269973
534326.832048069,18402150.834704354,4033354.389178299,458486.74102921167,3936803.7212148225
621437.62652461,3110659.103535794,4886747.081734252,652159.0473717153,1800709.5529500782
153889.71252933325,14172919.442819519,3821785.7594341603,181967.01501316263,1184801.0866540098
697124.4805840548,13565287.69107927,4912834.735031488,725923.490061504,3707947.8317605285
220446.83697003542,2774633.8520577247,774483.3795665586,583481.5560066351,1133130.4704607427
816771.9679589862,12519744.295254778,3965926.698631393,324892.759008112,3934560.4383464903
305043.434716503,3715722.0482163983,4604821.438982661,169931.57224229994,4552444.457738446
546838.167114995,19932358.43920185,4560141.754794808,623291.926155024,4968084.073370158
856991.1209969714,2818753.810063583,1407112.1516551403,613928.1636161241,2215418.7087923246
344074.556998681,11957465.711336775,795026.9148324553,951533.6631720761,4257327.0827133525
190917.52443727627,6759963.0268242,3450342.1140280794,210878.7826516123,2472815.7181588495
991918.039005406,13982635.039415995,779487.8633538855,643182.7288785834,3591357.4045184315
754713.5795447506,3595131.045635009,4615271.154325318,942623.5916629857,3576566.625608453
153610.82931573165,14467192.756615493,3459344.284279583,681133.7200186779,4048356.7304919893
815864.1388350489,17222633.68328129,2320214.1622949056,315312.85154877807,3278794.8661744953
308113.18616126734,11589645.164465114,3175464.757227232,946205.0610132173,2093482.0481729154
740817.4637010569,16626159.674168486,4769461.409803048,179650.76681628678,150776.27002753006
74681.9608742694,7047127.390483938,2804749.8194118934,264495.57989144174,497653.2237319158
941257.8132063192,14531755.24537169,3081828.2590035936,122396.77493137191,3704127.5070760353
806831.2897868085,8434024.717953054,2360517.2100848462,913899.8432897921,1791002.0926007465
341928.44971690193,12549684.979568481,2601676.6391304582,161240.51867794362,2818506.4409872824
352818.3325827488,1058412.7536543745,2618884.66099169,249424.83286526264,1515475.9389119642
845971.6723895944,1137664.7406620842,3619686.7404233757,743553.6827172685,2910351.812059744
777517.660478058,13702767.413194278,3201007.849877108,357750.32517730293,4148531.8333090283
410260.3867057102,12299409.358913418,4903755.485414834,651426.742801467,2430075.1958400626
730010.1897498446,2949969.0172796603,961850.7609114189,397564.7544982531,3580704.1843275656
