thrust,fuel_type,fuel_mass,dry_mass,specific_impulse,stages,stage_mass,stage_thrust,stage_burn_time,structural_integrity
5603.339949042206,liquid,507461.6968368181,342852.24681384733,210.63665771302666,1,120499.8926122526,4600.965063101174,221.14083552221084,0.9750855294651748
7273.888263820225,liquid,243814.03769122387,170261.6918856298,364.9250819054665,2,88499.5955857006,4909.347169266848,533.4648804682279,0.9501499267930664
9178.68493100875,liquid,766556.5749158076,180746.80935137585,324.4270549557856,2,68687.7558742324,4743.141024808614,92.49941183215064,0.8159827372613703
6687.8414447090345,liquid,739155.2636082806,109082.77628009328,243.44849333915323,2,155057.07854736847,4759.147750207865,83.30771612568915,0.9025237366765142
6335.513192701357,liquid,709946.5399801679,357921.59952596517,359.94495398355116,2,58704.11706938537,3273.138031904814,202.72756594168473,0.8630409090653597
8237.486351589221,hybrid,622215.6425593384,369112.67862714984,325.04803379425175,2,148638.06066559983,2368.0950156049344,537.5867284259084,0.9268924862162601
6002.433398780522,hybrid,345232.0635827177,306276.5739745197,371.92357445444645,1,164715.42824469783,4756.862115787168,292.7366554023938,0.9650928182151253
6295.023975898122,hybrid,735450.3720509481,389209.31316663395,433.4559524504481,3,50006.74966242976,4878.522907587843,213.8492374081408,0.9717941231554282
7667.186229396317,solid,405524.5593688325,122429.918560197,284.08012671700925,1,193511.6534365126,3766.716079413395,156.85721127599624,0.816404927088483
8708.549332325014,solid,659723.3325631015,339684.18393963075,274.6082838975525,1,110104.71104014515,4576.084878790094,83.69020619654906,0.9152637575824734
9181.204442537544,solid,604184.4408249601,200264.90856188012,350.71860178300824,2,138800.12944973313,2833.684870313732,576.3431917838737,0.8986081113030677
8287.134175914274,solid,421153.98115491524,130319.08695990502,361.2826560872488,3,190826.63075576245,3871.853454050675,94.9608966588977,0.800461378727718
6846.9889064122435,liquid,305413.9890060245,146024.38059131964,205.72907955014503,3,162463.85702002145,4862.195480456599,80.74216279763515,0.8486556199888368
5707.3194358042365,solid,345997.7326828534,343583.00177799456,294.5960950082583,2,90427.97911129685,4149.9109270857025,178.21243057806214,0.886112959619971
6693.043515113835,liquid,454570.16144505166,235575.5713956123,360.324398618097,3,134351.38382706267,4040.8195225826043,389.1319802162665,0.9965543482064394
5152.722075541537,hybrid,378008.0965608002,330125.01029093144,384.3485690617289,2,50976.537109255056,3354.6441737370897,205.62953731858244,0.9710174123840312
9760.094742760393,liquid,462849.7025056352,129173.36175659062,332.65012147062237,2,121459.36294257388,2448.709132307726,307.70724309516646,0.818920561065758
7168.748357851069,liquid,448314.0608857109,218079.08287011686,445.6693837314832,1,72975.28488695322,2194.191731710027,369.87117293985887,0.9277635387787964
9880.40410465364,liquid,783206.324564889,388979.4347119855,213.11209772670207,1,107301.65516941388,2486.884507299166,409.6028682238602,0.951769696105307
7629.204923078803,liquid,452266.01225202787,260873.78126159913,226.08733234251588,2,82211.68474258967,3634.879282182156,208.33087447647526,0.939021145819021
6417.512785133482,liquid,252073.10831028663,166028.73004043222,327.8828495710922,3,92345.97480211788,2803.0618444412053,472.5862787467353,0.812181805612316
9192.58259694112,solid,656856.4854884422,225252.3035601785,296.51136568626924,3,138135.57614499424,3815.3197689546196,293.4379259496895,0.9057587654305685
6042.472433225615,solid,441012.9526578536,197607.57318289333,372.3311170087667,1,93754.56429378332,2873.3746538261007,123.78183279270846,0.9063868429799208
7556.80366813643,hybrid,323045.5954067614,112138.51424210555,205.72984739692743,1,75289.32736155315,4213.17351228328,476.91720829231815,0.8140019696056304
9729.517737333274,solid,703064.8868908014,136935.07504382977,301.4163883912349,3,85069.00488314516,3974.08334910324,590.6925241298372,0.928961166256241
9407.03859438375,hybrid,627741.9574425011,396695.6270209544,256.02604525339024,1,115283.69934666174,4411.174791707617,60.50946473199239,0.8770737975738134
6758.713490255965,solid,379031.74619824754,274172.9925132683,229.29061146494865,3,84346.36897988536,3964.708944638304,98.30251220228593,0.9124779117557916
6157.847863140673,solid,748131.9234445947,188164.9653850118,250.41446530955952,1,179715.7584985876,3240.9960869725646,557.23220634588,0.8981780430418035
7110.909751711642,hybrid,722323.4327137488,369636.02126712207,230.38616139935192,1,110605.54948392083,3532.8810464633107,415.4903798008824,0.9242425143979389
9353.983972042966,solid,656065.0220738061,196741.0934623209,391.5971165784705,2,146699.38393373974,4760.554217504682,87.52814530980675,0.8529498700554632
8076.760528096307,hybrid,328150.25106998236,255405.74514540978,319.5703174576272,1,149108.1749999578,2806.8446443713606,182.95851872867826,0.8648649301062397
5174.284858454645,solid,465559.4326741415,159301.51424051193,395.31439186764743,1,68806.00871566407,4852.252889691588,307.81328446345725,0.9462562877515431
5083.7416748714495,liquid,443361.0156595968,291874.86185302265,447.4345277351615,2,156688.6742686535,3568.5619201697677,99.87925082241253,0.8200374921861907
5933.5521594253405,hybrid,310702.7677265103,283304.2322789059,434.68381417386723,2,75674.00895222562,3757.936523759363,176.69754862921758,0.8519501633528557
7781.119210442397,hybrid,311563.820348877,263620.5526881164,277.234811324158,1,137016.3913028652,2103.682221540706,283.8680508440629,0.9515464744189629
9024.6057537508,solid,648596.162707286,119084.41018623326,436.23965621882917,3,161963.76111239055,3303.07579045172,301.484634901468,0.9444263934515184
7897.7377119751845,solid,639340.1146823526,273066.9990142394,412.1953115845537,2,126281.36068079043,4003.659405184533,324.0166382736216,0.9284706025156688
5825.509964075905,hybrid,269711.87599741155,239503.6535683838,272.79612291402844,3,155127.82180948893,3410.932306931952,393.72434663056913,0.8352939045691942
6510.283214823461,liquid,346423.95182909444,329535.51879225764,332.0006495236771,2,71447.70948864188,4045.5342797448707,264.1023812322405,0.9680086435963198
8545.750779681359,solid,518228.9876714767,136533.87670175955,295.9910910351169,3,74735.95454807807,3619.382049705845,99.02209539301114,0.9700246948538411
5200.345905417529,hybrid,648393.5922111608,302523.35566830414,277.1847310414842,3,94652.58142801633,2307.4985599890997,195.44751572012564,0.9464724036419041
6392.452363379575,hybrid,291992.0856573229,359107.4503903376,345.971706330516,3,125761.93725057479,3882.024054614046,407.9522560725362,0.8195973779426966
6147.803391087033,solid,303741.2373872627,235881.86681443953,294.2946090887782,1,52993.06575409341,4657.889255867576,62.34512630754572,0.9039567523765896
9098.670646356273,hybrid,301334.5122564871,319338.1767627099,394.17565360002595,1,64116.76578331408,4357.342015263495,394.1236985380451,0.8588609150406701
6736.015938007556,solid,759494.6325969334,126397.0838398031,207.32305259217748,2,177411.1972206724,2014.0350264641388,534.8562613996248,0.8886713356766833
7656.08629981156,solid,480739.55747451633,170570.11150669365,301.7400905937061,3,130573.50413780348,4332.721847236094,371.4250098126173,0.8842934509146722
8449.822006922825,liquid,548251.4657459172,204487.25751071493,331.5943340926787,1,192573.23293316233,3132.0259786204233,346.49310111496294,0.8841802763325368
8330.611456337254,liquid,485141.8492261457,122750.10703293257,335.7596796784302,3,171712.93380817777,3814.7892615900673,323.00410749824636,0.904361593362722
6408.1588511524515,liquid,595125.7707505566,310482.4160627245,306.02637815827944,3,105893.98121760026,3176.2136191183495,404.5146399260053,0.8748067888351828
8882.22292663434,solid,746190.1909845637,317284.98954030144,259.89424430324107,3,95067.2758122748,4941.115181180393,525.5903810383866,0.8240166155139792
6121.815449349138,solid,529428.1750078116,253329.24944676124,424.8426208280939,1,152418.28107807908,2653.6364197335897,299.25931830872275,0.805181954454638
5921.007011620066,solid,674861.2540751543,290091.34511402075,255.90777945817052,2,158338.75190910694,2996.796730166271,566.0128478973975,0.8355815712405024
9173.372108869055,liquid,754589.9180744039,329532.60576212866,394.79531678222565,3,167347.17950543528,3436.744720746244,498.231063316562,0.8556090380833449
9919.301618391335,solid,508164.05914042355,349560.56563910545,439.8417073998796,1,111341.52224203866,4918.508213211398,438.7262406456446,0.8451957321310368
7149.1253569539,hybrid,249296.5826889676,150564.67216879473,349.6035954209051,1,168082.3590119615,4094.5395948961086,529.6625884843029,0.8846375560355902
6137.661498702686,liquid,768429.8888295476,354592.3204734097,424.1517095218964,3,149124.51750412906,3603.338453098584,375.82589153847454,0.8989065458651282
8550.787245291982,solid,436741.44224753755,298448.650409777,329.2669408601686,1,107080.2133670776,3120.175871767437,168.5313771466919,0.8419212331856095
9079.047756908534,hybrid,305733.9585886428,126579.75150394654,332.44826286790294,2,188704.64382892355,2906.122014494364,404.6642341147422,0.995138672466211
5095.690048588794,solid,734765.7976934857,392778.6343079613,250.02854765256834,2,148393.14270210208,2597.5681212739864,150.8188885461263,0.9957072517989298
6566.100990627184,hybrid,218370.55496676447,153565.51476221049,341.8064021747743,3,164922.25620677733,3795.2653646328345,406.9463717889628,0.840481439847254
8400.012817502113,solid,767472.9117826431,143437.64001742052,293.86180805467086,3,84435.2395792172,2745.90438886416,491.72413312746676,0.8669294466324046
7784.963261769562,liquid,596142.6033395701,261301.43718922223,271.1413017263353,3,143979.5781442303,4897.577991983086,288.1399479079588,0.9176638632727203
6000.170192314686,liquid,506867.7062911418,153012.77813389944,337.6066922764379,3,109473.80506125872,3119.8633310434243,170.4246554285978,0.9815352864117655
7645.926668446493,solid,265595.4415765908,184911.1147752587,224.40382606924442,1,137666.87094032724,3648.8381919252806,337.90912721528707,0.947891418949664
6217.104364210406,solid,548436.5828505713,242335.92853520508,220.11602406220825,1,157353.80814108346,4651.027738472099,471.26200156923557,0.9892273583323177
7690.392125552331,hybrid,257091.94655572,107903.1363738915,340.6467627397933,2,115809.64185177142,2169.850121859061,512.9817574624651,0.9320905617348487
6865.934709849652,hybrid,238784.3345422485,317080.14220500144,336.45896376351027,1,62562.958977589,4698.17953996843,426.6691252574486,0.910995042798106
9565.932314701327,solid,254993.17406748811,178927.1062729521,420.7309309303654,1,148528.4376698316,4890.301840612093,133.85656538010772,0.9931213944492973
9147.242577974554,liquid,570226.6216609956,327346.65843000304,253.15572105809434,2,112086.12667201384,4424.620608542372,492.6532080756924,0.8941209689844081
8614.723542326587,liquid,455212.8178680681,361377.69997191743,380.3134976032315,3,169213.05407870334,2836.669074189621,460.7399534537834,0.8501222713758815
7695.2771130282945,solid,511055.17237062636,140034.3889964017,340.8000644956719,3,68615.3118318505,4670.115165770259,447.20975409700765,0.8903412558021315
8872.428958645432,hybrid,410755.0051552868,168913.7633355012,348.2782132236223,1,67530.37886660146,2130.724940976636,308.86669775016753,0.8654139125172934
7067.360859405488,liquid,682523.208900639,210978.3568929078,306.73612905033735,1,121243.55740600734,4901.772904351365,144.6333059511833,0.9688356044554741
9109.670390044692,liquid,310844.170662957,140911.3979222121,251.89528193565738,2,116531.8704730419,3991.5518054435825,113.70771744988615,0.9024386674323573
8926.034313527227,liquid,230282.50230461772,370637.2542220231,232.99978564924342,2,88703.39693099726,3856.4478771640042,298.7474525869055,0.9401098550935153
6394.174821361368,hybrid,303578.57891188737,186121.8716116571,359.38488486161975,1,68858.85115477318,3342.0910009336876,180.8980761970268,0.9295805559662897
6253.878679257619,liquid,534680.7063959592,378784.0602489186,354.86137958139375,3,97037.1932104807,4826.082903435128,95.50109321450905,0.9905375151811822
7518.47234237318,hybrid,566482.5719281522,180804.83750616666,397.54405406117087,3,131132.82314544352,4105.295857954662,62.105827518811275,0.8192969121265842
6439.040929786008,hybrid,546200.0136033813,238835.43881530355,315.2118965265036,3,57404.935980295144,2415.6151365596206,147.47929246975826,0.9992205482362484
8217.160647022385,liquid,359154.1447121509,374161.0785875777,293.5407948335496,3,123387.26410280548,4688.717327290792,471.8643009448982,0.824349471398935
5738.067521684492,hybrid,640899.8690153494,285247.5590843295,304.2425343301665,3,168392.8655903224,3049.1632361092406,407.1072989642714,0.8149284554566036
5683.5828510976,liquid,238941.38064360514,291001.7132717505,391.8724721635085,1,180454.56996407555,2853.7332963180115,257.9750225581337,0.925302894398152
7945.136105275783,liquid,753382.2951823657,280900.4989029508,336.93255131961416,1,119865.19809998694,3600.757591488898,396.4682635455472,0.96527524889212
7164.536124913231,liquid,265071.7900793164,188248.21918390744,335.6579504932339,3,64844.40852114622,3817.4700702192026,276.0266764743068,0.9935398826473051
6135.887093570652,hybrid,568073.9383355513,167186.8261591527,311.15093474552793,3,85084.39178102318,2123.989072674523,146.29388077932603,0.8129547726155539
9828.547287873247,hybrid,641946.5680346368,152003.43796657014,324.21590591471227,3,164746.14560637577,3934.6746971786188,308.3119497566776,0.9777845215766658
8706.557876851435,liquid,716582.3150437113,249769.04098530315,368.4464909496379,2,137601.99458021522,3285.8861551375076,203.57585939488783,0.929180678215464
